name,matric_no,department,course,year,prev_gpa,prev_cgpa,attendance,test_score,assignment,exam_score,total_200,gp_200,new_cgpa,current_class,predicted_grad_class
Funke Afolabi,250501976,ICT,PHY 205,200 Level,3.18,3.18,1,18,6,42,67,4.0,3.59,Second Class Upper,Second Class Upper
Funke Afolabi,250501720,COMPUTER SCIENCE,PHY 201,200 Level,4.72,4.72,9,8,0,24,41,1.0,2.86,Second Class Lower,Third Class
Funke Afolabi,250501241,COMPUTER SCIENCE,CHM 201,200 Level,4.79,4.79,7,1,3,25,36,0.0,2.4,Third Class,Fail
Funke Afolabi,250501370,COMPUTER SCIENCE,PHY 201,200 Level,0.95,0.95,2,16,2,30,50,3.0,1.98,Third Class,Second Class Lower
Funke Babatunde,250501714,CYBERSECURITY,MTH 223,200 Level,2.07,2.07,5,10,5,36,56,3.0,2.54,Second Class Lower,Second Class Lower
Funke Babatunde,250502231,COMPUTER SCIENCE,PHY 205,200 Level,1.53,1.53,2,10,1,26,39,0.0,0.76,Fail,Fail
Funke Babatunde,250501146,ICT,GST 209,200 Level,3.24,3.24,6,11,4,10,31,0.0,1.62,Third Class,Fail
Funke Babatunde,250501668,ICT,CHM 207,200 Level,1.34,1.34,8,7,7,19,41,1.0,1.17,Pass,Pass
Funke Bello,250502152,CYBERSECURITY,CSC 201,200 Level,3.64,3.64,7,9,7,0,23,0.0,1.82,Third Class,Fail
Funke Chukwu,250501812,COMPUTER SCIENCE,PHY 205,200 Level,1.06,1.06,3,15,1,22,41,1.0,1.03,Pass,Pass
Funke Danladi,250501650,COMPUTER SCIENCE,CHM 207,200 Level,0.89,0.89,4,15,0,14,33,0.0,0.44,Fail,Fail
Funke Danladi,250502440,ICT,MTH 223,200 Level,4.86,4.86,2,3,0,37,42,1.0,2.93,Second Class Lower,Third Class
Funke Danladi,250502512,ICT,MTH 223,200 Level,4.8,4.8,8,18,0,27,53,3.0,3.9,Second Class Upper,Second Class Lower
Funke Danladi,250502835,ICT,MTH 223,200 Level,3.45,3.45,10,0,9,42,61,4.0,3.72,Second Class Upper,Second Class Upper
Funke Dikko,250501098,ICT,CHM 207,200 Level,0.61,0.61,6,5,7,36,54,3.0,1.8,Third Class,Second Class Lower
Funke Dikko,250501992,CYBERSECURITY,GST 211,200 Level,1.72,1.72,3,9,4,53,69,4.0,2.86,Second Class Lower,Second Class Upper
Funke Dikko,250502510,ICT,MTH 201,200 Level,4.16,4.16,2,13,10,58,83,5.0,4.58,First Class,First Class
Funke Dikko,250501075,ICT,CHM 207,200 Level,3.78,3.78,5,16,6,18,45,2.0,2.89,Second Class Lower,Third Class
Funke Dikko,250502646,COMPUTER SCIENCE,MTH 201,200 Level,1.07,1.07,8,17,6,19,50,3.0,2.04,Third Class,Second Class Lower
Funke Dikko,250502340,COMPUTER SCIENCE,PHY 205,200 Level,1.66,1.66,5,19,10,5,39,0.0,0.83,Fail,Fail
Funke Ejike,250502112,COMPUTER SCIENCE,PHY 205,200 Level,1.51,1.51,1,4,0,39,44,1.0,1.25,Pass,Pass
Funke Ejike,250501566,ICT,GST 211,200 Level,2.27,2.27,0,4,6,58,68,4.0,3.14,Second Class Lower,Second Class Upper
Funke Ejike,250502271,CYBERSECURITY,MTH 223,200 Level,4.37,4.37,5,20,2,54,81,5.0,4.69,First Class,First Class
Funke Ejike,250502993,ICT,CHM 207,200 Level,1.11,1.11,10,10,6,12,38,0.0,0.56,Fail,Fail
Funke Eze,250502669,CYBERSECURITY,MTH 223,200 Level,4.18,4.18,8,18,8,29,63,4.0,4.09,Second Class Upper,Second Class Upper
Funke Eze,250501127,ICT,GST 209,200 Level,4.37,4.37,3,4,7,23,37,0.0,2.18,Third Class,Fail
Funke Fashola,250502689,ICT,MTH 201,200 Level,3.94,3.94,2,14,4,30,50,3.0,3.47,Second Class Lower,Second Class Lower
Funke Fashola,250501300,ICT,PHY 201,200 Level,0.73,0.73,3,4,0,20,27,0.0,0.36,Fail,Fail
Funke Fashola,250502080,COMPUTER SCIENCE,GST 209,200 Level,4.04,4.04,10,19,3,36,68,4.0,4.02,Second Class Upper,Second Class Upper
Funke Fashola,250501662,ICT,MTH 201,200 Level,3.23,3.23,10,1,5,32,48,2.0,2.62,Second Class Lower,Third Class
Funke Gana,250501150,COMPUTER SCIENCE,CHM 201,200 Level,4.59,4.59,9,9,0,15,33,0.0,2.3,Third Class,Fail
Funke Garba,250502083,ICT,GST 209,200 Level,4.46,4.46,5,17,8,29,59,3.0,3.73,Second Class Upper,Second Class Lower
Funke Garba,250501832,COMPUTER SCIENCE,GST 209,200 Level,1.13,1.13,9,0,10,40,59,3.0,2.06,Third Class,Second Class Lower
Funke Garba,250502571,COMPUTER SCIENCE,CHM 201,200 Level,1.26,1.26,0,5,6,36,47,2.0,1.63,Third Class,Third Class
Funke Hassan,250501658,CYBERSECURITY,MTH 201,200 Level,3.41,3.41,5,11,3,33,52,3.0,3.2,Second Class Lower,Second Class Lower
Funke Hassan,250501064,CYBERSECURITY,GST 211,200 Level,1.76,1.76,7,15,4,39,65,4.0,2.88,Second Class Lower,Second Class Upper
Funke Ikenna,250501053,ICT,PHY 201,200 Level,4.53,4.53,0,10,2,9,21,0.0,2.26,Third Class,Fail
Funke Ikenna,250502923,COMPUTER SCIENCE,CHM 207,200 Level,2.1,2.1,2,6,2,30,40,1.0,1.55,Third Class,Pass
Funke Ikenna,250502200,CYBERSECURITY,GST 211,200 Level,3.91,3.91,3,6,2,3,14,0.0,1.96,Third Class,Fail
Funke Ikenna,250501431,CYBERSECURITY,MTH 201,200 Level,3.93,3.93,4,1,5,17,27,0.0,1.96,Third Class,Fail
Funke James,250501235,ICT,PHY 201,200 Level,3.75,3.75,0,14,9,20,43,1.0,2.38,Third Class,Third Class
Funke Kalu,250502374,COMPUTER SCIENCE,MTH 223,200 Level,1.61,1.61,7,1,1,52,61,4.0,2.8,Second Class Lower,Second Class Upper
Funke Lawal,250501600,COMPUTER SCIENCE,CSC 201,200 Level,1.26,1.26,0,9,1,26,36,0.0,0.63,Fail,Fail
Funke Lawal,250502236,COMPUTER SCIENCE,MTH 223,200 Level,4.39,4.39,10,8,9,0,27,0.0,2.19,Third Class,Fail
Funke Madu,250502513,ICT,GST 209,200 Level,0.58,0.58,9,1,8,59,77,5.0,2.79,Second Class Lower,Second Class Upper
Funke Madu,250502664,ICT,PHY 201,200 Level,4.96,4.96,3,6,5,37,51,3.0,3.98,Second Class Upper,Second Class Lower
Funke Musa,250501860,CYBERSECURITY,PHY 205,200 Level,3.99,3.99,7,12,5,10,34,0.0,2.0,Third Class,Fail
Funke Musa,250502968,ICT,GST 209,200 Level,2.01,2.01,6,11,9,15,41,1.0,1.5,Third Class,Pass
Funke Musa,250502275,COMPUTER SCIENCE,CSC 201,200 Level,0.97,0.97,3,11,5,14,33,0.0,0.48,Fail,Fail
Funke Musa,250501239,ICT,PHY 201,200 Level,1.3,1.3,2,16,4,54,76,5.0,3.15,Second Class Lower,Second Class Upper
Funke Nwachukwu,250501850,CYBERSECURITY,CHM 201,200 Level,0.8,0.8,8,1,10,46,65,4.0,2.4,Third Class,Second Class Lower
Funke Nwosu,250502523,CYBERSECURITY,CHM 207,200 Level,0.96,0.96,1,18,2,23,44,1.0,0.98,Fail,Fail
Funke Obi,250501152,CYBERSECURITY,GST 209,200 Level,1.15,1.15,5,14,1,12,32,0.0,0.57,Fail,Fail
Funke Obi,250501960,CYBERSECURITY,CHM 201,200 Level,0.87,0.87,3,12,10,47,72,5.0,2.94,Second Class Lower,Second Class Upper
Funke Obi,250502057,ICT,PHY 205,200 Level,2.31,2.31,8,15,2,46,71,5.0,3.66,Second Class Upper,Second Class Upper
Funke Obi,250502866,ICT,CHM 207,200 Level,0.69,0.69,9,17,5,14,45,2.0,1.34,Pass,Third Class
Funke Okafor,250502937,ICT,MTH 201,200 Level,4.21,4.21,1,2,0,2,5,0.0,2.1,Third Class,Fail
Funke Okafor,250501691,COMPUTER SCIENCE,CSC 201,200 Level,2.41,2.41,2,14,9,34,59,3.0,2.7,Second Class Lower,Second Class Lower
Funke Okafor,250501514,ICT,MTH 201,200 Level,0.7,0.7,4,2,6,3,15,0.0,0.35,Fail,Fail
Funke Okafor,250502104,COMPUTER SCIENCE,MTH 223,200 Level,4.98,4.98,2,6,4,16,28,0.0,2.49,Third Class,Fail
Funke Okafor,250502390,CYBERSECURITY,CHM 201,200 Level,1.56,1.56,6,12,1,57,76,5.0,3.28,Second Class Lower,Second Class Upper
Funke Okonkwo,250502577,ICT,CSC 201,200 Level,3.39,3.39,10,2,10,46,68,4.0,3.7,Second Class Upper,Second Class Upper
Funke Okonkwo,250502966,COMPUTER SCIENCE,PHY 201,200 Level,1.33,1.33,0,13,1,5,19,0.0,0.66,Fail,Fail
Funke Okoro,250501996,ICT,MTH 201,200 Level,4.63,4.63,7,7,2,11,27,0.0,2.32,Third Class,Fail
Funke Okoro,250502672,CYBERSECURITY,CHM 201,200 Level,4.41,4.41,3,2,6,23,34,0.0,2.2,Third Class,Fail
Funke Peters,250501388,ICT,CSC 201,200 Level,3.88,3.88,5,20,5,51,81,5.0,4.44,Second Class Upper,First Class
Funke Raji,250502874,COMPUTER SCIENCE,MTH 201,200 Level,3.8,3.8,7,8,3,52,70,5.0,4.4,Second Class Upper,First Class
Funke Raji,250502921,CYBERSECURITY,PHY 205,200 Level,0.51,0.51,5,15,8,36,64,4.0,2.26,Third Class,Second Class Lower
Funke Raji,250501570,COMPUTER SCIENCE,CHM 201,200 Level,2.81,2.81,4,3,0,32,39,0.0,1.4,Pass,Fail
Funke Salisu,250502373,ICT,CSC 201,200 Level,2.72,2.72,0,15,8,58,81,5.0,3.86,Second Class Upper,First Class
Funke Salisu,250502019,ICT,PHY 205,200 Level,0.65,0.65,3,6,1,30,40,1.0,0.82,Fail,Fail
Funke Salisu,250501809,ICT,GST 211,200 Level,1.01,1.01,3,9,4,41,57,3.0,2.0,Third Class,Second Class Lower
Funke Salisu,250501879,CYBERSECURITY,PHY 201,200 Level,1.5,1.5,7,16,8,24,55,3.0,2.25,Third Class,Second Class Lower
Funke Usman,250501499,CYBERSECURITY,MTH 201,200 Level,4.94,4.94,0,13,7,26,46,2.0,3.47,Second Class Lower,Second Class Lower
Funke Usman,250501923,COMPUTER SCIENCE,GST 211,200 Level,4.1,4.1,2,2,9,19,32,0.0,2.05,Third Class,Fail
Funke Usman,250501779,COMPUTER SCIENCE,CSC 201,200 Level,3.39,3.39,2,9,10,60,81,5.0,4.2,Second Class Upper,First Class
Gbenga Adeola,250502149,COMPUTER SCIENCE,PHY 201,200 Level,4.4,4.4,3,1,2,31,37,0.0,2.2,Third Class,Fail
Gbenga Adeola,250501413,COMPUTER SCIENCE,MTH 201,200 Level,3.08,3.08,3,7,0,4,14,0.0,1.54,Third Class,Fail
Gbenga Adeola,250502363,CYBERSECURITY,GST 209,200 Level,3.34,3.34,0,16,10,33,59,3.0,3.17,Second Class Lower,Second Class Lower
Gbenga Adeola,250502904,CYBERSECURITY,MTH 201,200 Level,3.86,3.86,9,2,0,57,68,4.0,3.93,Second Class Upper,Second Class Upper
Gbenga Adeola,250501244,CYBERSECURITY,MTH 201,200 Level,0.57,0.57,8,6,2,19,35,0.0,0.28,Fail,Fail
Gbenga Adeyemi,250501739,ICT,CHM 207,200 Level,2.2,2.2,3,11,1,15,30,0.0,1.1,Pass,Fail
Gbenga Afolabi,250502449,ICT,PHY 205,200 Level,3.57,3.57,7,6,6,13,32,0.0,1.78,Third Class,Fail
Gbenga Afolabi,250501922,ICT,MTH 201,200 Level,4.53,4.53,1,15,9,51,76,5.0,4.77,First Class,First Class
Gbenga Babatunde,250501214,CYBERSECURITY,GST 209,200 Level,3.7,3.7,4,12,3,26,45,2.0,2.85,Second Class Lower,Third Class
Gbenga Babatunde,250501626,CYBERSECURITY,GST 211,200 Level,2.58,2.58,3,2,2,35,42,1.0,1.79,Third Class,Pass
Gbenga Babatunde,250501109,ICT,GST 209,200 Level,0.85,0.85,3,11,1,32,47,2.0,1.42,Pass,Third Class
Gbenga Chukwu,250501912,COMPUTER SCIENCE,PHY 205,200 Level,3.31,3.31,5,12,9,43,69,4.0,3.66,Second Class Upper,Second Class Upper
Gbenga Chukwu,250501633,CYBERSECURITY,CHM 201,200 Level,2.89,2.89,3,10,2,11,26,0.0,1.44,Pass,Fail
Gbenga Chukwu,250502550,ICT,MTH 201,200 Level,4.78,4.78,8,8,10,58,84,5.0,4.89,First Class,First Class
Gbenga Danladi,250501951,CYBERSECURITY,CHM 201,200 Level,3.49,3.49,8,18,7,1,34,0.0,1.74,Third Class,Fail
Gbenga Danladi,250501568,COMPUTER SCIENCE,MTH 201,200 Level,4.57,4.57,0,13,7,1,21,0.0,2.28,Third Class,Fail
Gbenga Dikko,250501709,CYBERSECURITY,PHY 205,200 Level,3.57,3.57,2,3,0,10,15,0.0,1.78,Third Class,Fail
Gbenga Ejike,250502685,CYBERSECURITY,CHM 207,200 Level,4.38,4.38,0,10,7,21,38,0.0,2.19,Third Class,Fail
Gbenga Ejike,250502977,ICT,CHM 201,200 Level,2.43,2.43,8,13,4,23,48,2.0,2.22,Third Class,Third Class
Gbenga Ejike,250501770,COMPUTER SCIENCE,GST 209,200 Level,1.0,1.0,1,14,8,25,48,2.0,1.5,Third Class,Third Class
Gbenga Fashola,250501227,COMPUTER SCIENCE,CHM 207,200 Level,2.27,2.27,8,12,7,1,28,0.0,1.14,Pass,Fail
Gbenga Gana,250502578,ICT,MTH 201,200 Level,3.23,3.23,1,14,9,57,81,5.0,4.12,Second Class Upper,First Class
Gbenga Gana,250501627,ICT,MTH 223,200 Level,3.86,3.86,2,19,4,47,72,5.0,4.43,Second Class Upper,First Class
Gbenga Gana,250501647,ICT,GST 211,200 Level,3.56,3.56,7,17,0,38,62,4.0,3.78,Second Class Upper,Second Class Upper
Gbenga Gana,250501243,ICT,CHM 207,200 Level,2.17,2.17,5,16,7,38,66,4.0,3.08,Second Class Lower,Second Class Upper
Gbenga Gana,250501202,COMPUTER SCIENCE,MTH 223,200 Level,1.23,1.23,5,2,4,32,43,1.0,1.12,Pass,Pass
Gbenga Garba,250502358,CYBERSECURITY,GST 211,200 Level,1.75,1.75,10,20,8,5,43,1.0,1.38,Pass,Pass
Gbenga Hassan,250502719,ICT,CHM 201,200 Level,1.58,1.58,0,2,9,54,65,4.0,2.79,Second Class Lower,Second Class Upper
Gbenga Hassan,250502052,CYBERSECURITY,GST 209,200 Level,4.73,4.73,0,16,4,37,57,3.0,3.86,Second Class Upper,Second Class Lower
Gbenga Ikenna,250502784,CYBERSECURITY,MTH 223,200 Level,3.47,3.47,7,12,0,29,48,2.0,2.74,Second Class Lower,Third Class
Gbenga Ikenna,250501886,ICT,CHM 207,200 Level,3.44,3.44,3,16,8,2,29,0.0,1.72,Third Class,Fail
Gbenga Ikenna,250501824,ICT,MTH 201,200 Level,2.92,2.92,7,11,4,12,34,0.0,1.46,Pass,Fail
Gbenga James,250501721,ICT,GST 211,200 Level,1.32,1.32,4,6,7,2,19,0.0,0.66,Fail,Fail
Gbenga James,250502448,ICT,GST 209,200 Level,4.75,4.75,8,1,1,37,47,2.0,3.38,Second Class Lower,Second Class Lower
Gbenga Kalu,250502625,COMPUTER SCIENCE,MTH 223,200 Level,3.61,3.61,1,8,8,41,58,3.0,3.3,Second Class Lower,Second Class Lower
Gbenga Kalu,250501639,ICT,MTH 201,200 Level,2.2,2.2,5,1,5,36,47,2.0,2.1,Third Class,Third Class
Gbenga Kalu,250501386,COMPUTER SCIENCE,PHY 205,200 Level,1.77,1.77,6,1,9,14,30,0.0,0.88,Fail,Fail
Gbenga Lawal,250502360,CYBERSECURITY,PHY 201,200 Level,4.61,4.61,2,0,10,8,20,0.0,2.31,Third Class,Fail
Gbenga Lawal,250501550,CYBERSECURITY,MTH 201,200 Level,2.84,2.84,2,11,8,19,40,1.0,1.92,Third Class,Pass
Gbenga Lawal,250501079,CYBERSECURITY,PHY 201,200 Level,1.02,1.02,4,20,6,7,37,0.0,0.51,Fail,Fail
Gbenga Lawal,250501022,COMPUTER SCIENCE,MTH 201,200 Level,1.81,1.81,10,7,6,22,45,2.0,1.9,Third Class,Third Class
Gbenga Madu,250501103,COMPUTER SCIENCE,PHY 201,200 Level,2.79,2.79,3,19,4,6,32,0.0,1.4,Pass,Fail
Gbenga Madu,250502763,CYBERSECURITY,MTH 201,200 Level,2.7,2.7,0,4,5,20,29,0.0,1.35,Pass,Fail
Gbenga Madu,250501379,CYBERSECURITY,CHM 201,200 Level,1.77,1.77,7,17,6,2,32,0.0,0.88,Fail,Fail
Gbenga Madu,250501427,COMPUTER SCIENCE,GST 209,200 Level,4.49,4.49,0,5,6,3,14,0.0,2.24,Third Class,Fail
Gbenga Madu,250502599,COMPUTER SCIENCE,CHM 207,200 Level,4.52,4.52,7,4,1,24,36,0.0,2.26,Third Class,Fail
Gbenga Madu,250501875,CYBERSECURITY,GST 211,200 Level,1.2,1.2,4,13,4,41,62,4.0,2.6,Second Class Lower,Second Class Lower
Gbenga Nwachukwu,250502433,COMPUTER SCIENCE,MTH 201,200 Level,3.5,3.5,3,8,7,54,72,5.0,4.25,Second Class Upper,First Class
Gbenga Nwachukwu,250501571,CYBERSECURITY,MTH 223,200 Level,4.03,4.03,7,5,6,57,75,5.0,4.52,First Class,First Class
Gbenga Nwachukwu,250501855,ICT,PHY 205,200 Level,1.36,1.36,1,3,6,44,54,3.0,2.18,Third Class,Second Class Lower
Gbenga Nwosu,250502272,CYBERSECURITY,CHM 201,200 Level,4.01,4.01,3,13,9,2,27,0.0,2.0,Third Class,Fail
Gbenga Nwosu,250501993,COMPUTER SCIENCE,PHY 205,200 Level,3.16,3.16,2,0,3,32,37,0.0,1.58,Third Class,Fail
Gbenga Obi,250501468,ICT,CHM 201,200 Level,1.51,1.51,7,16,2,27,52,3.0,2.26,Third Class,Second Class Lower
Gbenga Obi,250502393,CYBERSECURITY,GST 209,200 Level,2.84,2.84,5,5,8,25,43,1.0,1.92,Third Class,Pass
Gbenga Obi,250501854,ICT,MTH 201,200 Level,1.42,1.42,3,12,4,11,30,0.0,0.71,Fail,Fail
Gbenga Obi,250501948,COMPUTER SCIENCE,GST 209,200 Level,4.43,4.43,3,6,7,57,73,5.0,4.72,First Class,First Class
Gbenga Okafor,250501700,CYBERSECURITY,MTH 201,200 Level,2.9,2.9,7,4,5,20,36,0.0,1.45,Pass,Fail
Gbenga Okafor,250502675,COMPUTER SCIENCE,MTH 223,200 Level,1.87,1.87,6,9,1,21,37,0.0,0.94,Fail,Fail
Gbenga Okonkwo,250501678,COMPUTER SCIENCE,PHY 205,200 Level,4.86,4.86,9,15,0,22,46,2.0,3.43,Second Class Lower,Second Class Lower
Gbenga Okoro,250502958,ICT,MTH 201,200 Level,3.36,3.36,5,8,9,54,76,5.0,4.18,Second Class Upper,First Class
Gbenga Okoro,250502956,ICT,GST 209,200 Level,3.39,3.39,4,1,8,48,61,4.0,3.7,Second Class Upper,Second Class Upper
Gbenga Okoro,250501657,ICT,CHM 201,200 Level,2.13,2.13,10,9,1,40,60,4.0,3.06,Second Class Lower,Second Class Upper
Gbenga Okoro,250501091,CYBERSECURITY,CHM 201,200 Level,3.71,3.71,7,1,0,6,14,0.0,1.86,Third Class,Fail
Gbenga Okoro,250502344,CYBERSECURITY,MTH 223,200 Level,3.84,3.84,4,8,6,31,49,2.0,2.92,Second Class Lower,Third Class
Gbenga Peters,250502392,CYBERSECURITY,MTH 223,200 Level,1.26,1.26,7,20,1,23,51,3.0,2.13,Third Class,Second Class Lower
Gbenga Raji,250501975,COMPUTER SCIENCE,GST 209,200 Level,1.68,1.68,8,6,1,31,46,2.0,1.84,Third Class,Third Class
Gbenga Raji,250501785,CYBERSECURITY,GST 211,200 Level,4.59,4.59,5,18,0,46,69,4.0,4.3,Second Class Upper,Second Class Upper
Gbenga Raji,250501032,ICT,MTH 223,200 Level,0.79,0.79,9,15,2,19,45,2.0,1.4,Pass,Third Class
Gbenga Raji,250501257,ICT,CHM 207,200 Level,3.63,3.63,8,19,6,28,61,4.0,3.82,Second Class Upper,Second Class Upper
Gbenga Salisu,250501867,COMPUTER SCIENCE,GST 209,200 Level,1.32,1.32,0,15,8,46,69,4.0,2.66,Second Class Lower,Second Class Lower
Gbenga Salisu,250502748,CYBERSECURITY,GST 211,200 Level,3.92,3.92,1,11,3,25,40,1.0,2.46,Third Class,Third Class
Gbenga Usman,250501905,CYBERSECURITY,CSC 201,200 Level,4.52,4.52,1,12,8,46,67,4.0,4.26,Second Class Upper,Second Class Upper
Gbenga Usman,250502142,CYBERSECURITY,GST 209,200 Level,3.55,3.55,10,11,1,24,46,2.0,2.78,Second Class Lower,Third Class
Hauwa Adeola,250501124,ICT,MTH 223,200 Level,1.53,1.53,2,1,1,41,45,2.0,1.76,Third Class,Third Class
Hauwa Adeyemi,250501533,COMPUTER SCIENCE,CHM 207,200 Level,3.0,3.0,10,7,1,50,68,4.0,3.5,Second Class Upper,Second Class Upper
Hauwa Bello,250501133,ICT,MTH 201,200 Level,2.02,2.02,2,11,1,10,24,0.0,1.01,Pass,Fail
Hauwa Bello,250502631,ICT,PHY 201,200 Level,2.06,2.06,10,1,9,42,62,4.0,3.03,Second Class Lower,Second Class Upper
Hauwa Bello,250501577,ICT,PHY 201,200 Level,4.67,4.67,9,4,5,38,56,3.0,3.84,Second Class Upper,Second Class Lower
Hauwa Chukwu,250502682,ICT,CHM 207,200 Level,3.38,3.38,9,16,10,29,64,4.0,3.69,Second Class Upper,Second Class Upper
Hauwa Chukwu,250501538,CYBERSECURITY,CSC 201,200 Level,2.53,2.53,7,12,0,36,55,3.0,2.76,Second Class Lower,Second Class Lower
Hauwa Chukwu,250501365,CYBERSECURITY,CHM 201,200 Level,2.24,2.24,4,18,1,40,63,4.0,3.12,Second Class Lower,Second Class Upper
Hauwa Chukwu,250501584,COMPUTER SCIENCE,PHY 201,200 Level,3.35,3.35,1,10,3,59,73,5.0,4.18,Second Class Upper,First Class
Hauwa Danladi,250502077,ICT,CSC 201,200 Level,3.56,3.56,10,18,5,14,47,2.0,2.78,Second Class Lower,Third Class
Hauwa Dikko,250502686,CYBERSECURITY,MTH 201,200 Level,4.65,4.65,4,20,7,9,40,1.0,2.82,Second Class Lower,Third Class
Hauwa Dikko,250501509,COMPUTER SCIENCE,GST 211,200 Level,3.77,3.77,8,16,1,18,43,1.0,2.38,Third Class,Third Class
Hauwa Ejike,250502357,ICT,MTH 223,200 Level,2.4,2.4,2,2,4,14,22,0.0,1.2,Pass,Fail
Hauwa Ejike,250502865,COMPUTER SCIENCE,PHY 201,200 Level,4.72,4.72,3,16,7,39,65,4.0,4.36,Second Class Upper,Second Class Upper
Hauwa Ejike,250501343,CYBERSECURITY,CHM 207,200 Level,2.45,2.45,4,7,5,34,50,3.0,2.72,Second Class Lower,Second Class Lower
Hauwa Eze,250501223,COMPUTER SCIENCE,CHM 201,200 Level,2.15,2.15,2,3,4,16,25,0.0,1.08,Pass,Fail
Hauwa Eze,250502846,ICT,CHM 207,200 Level,1.05,1.05,9,13,0,25,47,2.0,1.52,Third Class,Third Class
Hauwa Eze,250502842,CYBERSECURITY,CHM 201,200 Level,2.48,2.48,3,5,8,54,70,5.0,3.74,Second Class Upper,Second Class Upper
Hauwa Gana,250502677,ICT,PHY 205,200 Level,2.31,2.31,4,7,5,16,32,0.0,1.16,Pass,Fail
Hauwa Gana,250502211,ICT,CHM 201,200 Level,2.53,2.53,6,10,4,16,36,0.0,1.26,Pass,Fail
Hauwa Gana,250501262,COMPUTER SCIENCE,PHY 201,200 Level,1.13,1.13,0,11,2,24,37,0.0,0.56,Fail,Fail
Hauwa Gana,250502498,ICT,CSC 201,200 Level,2.21,2.21,10,9,10,48,77,5.0,3.6,Second Class Upper,Second Class Upper
Hauwa Gana,250502951,COMPUTER SCIENCE,CSC 201,200 Level,1.49,1.49,0,11,7,43,61,4.0,2.74,Second Class Lower,Second Class Lower
Hauwa Garba,250501371,ICT,CHM 201,200 Level,0.58,0.58,3,14,6,54,77,5.0,2.79,Second Class Lower,Second Class Upper
Hauwa Garba,250502679,CYBERSECURITY,GST 211,200 Level,3.63,3.63,9,0,2,27,38,0.0,1.82,Third Class,Fail
Hauwa Garba,250502663,ICT,PHY 201,200 Level,2.74,2.74,0,10,10,19,39,0.0,1.37,Pass,Fail
Hauwa Garba,250502274,COMPUTER SCIENCE,MTH 201,200 Level,2.66,2.66,2,12,2,42,58,3.0,2.83,Second Class Lower,Second Class Lower
Hauwa Ikenna,250502384,CYBERSECURITY,MTH 201,200 Level,3.46,3.46,10,1,4,42,57,3.0,3.23,Second Class Lower,Second Class Lower
Hauwa Ikenna,250502399,CYBERSECURITY,CHM 201,200 Level,3.68,3.68,7,9,0,43,59,3.0,3.34,Second Class Lower,Second Class Lower
Hauwa Ikenna,250501482,COMPUTER SCIENCE,PHY 201,200 Level,2.55,2.55,9,16,0,31,56,3.0,2.78,Second Class Lower,Second Class Lower
Hauwa James,250501635,COMPUTER SCIENCE,MTH 223,200 Level,2.51,2.51,0,20,3,50,73,5.0,3.76,Second Class Upper,First Class
Hauwa James,250502942,ICT,MTH 223,200 Level,4.03,4.03,5,13,6,18,42,1.0,2.52,Second Class Lower,Third Class
Hauwa James,250501269,CYBERSECURITY,MTH 201,200 Level,1.82,1.82,5,0,5,9,19,0.0,0.91,Fail,Fail
Hauwa James,250501237,COMPUTER SCIENCE,CHM 207,200 Level,0.61,0.61,1,6,0,53,60,4.0,2.31,Third Class,Second Class Lower
Hauwa James,250502627,COMPUTER SCIENCE,GST 209,200 Level,2.91,2.91,4,7,2,2,15,0.0,1.46,Pass,Fail
Hauwa Kalu,250501666,ICT,GST 209,200 Level,1.61,1.61,7,14,2,9,32,0.0,0.8,Fail,Fail
Hauwa Lawal,250502758,ICT,PHY 201,200 Level,0.99,0.99,9,18,4,36,67,4.0,2.5,Second Class Lower,Second Class Lower
Hauwa Madu,250502911,ICT,GST 211,200 Level,4.44,4.44,7,20,10,32,69,4.0,4.22,Second Class Upper,Second Class Upper
Hauwa Musa,250501290,CYBERSECURITY,MTH 201,200 Level,0.64,0.64,5,6,1,47,59,3.0,1.82,Third Class,Second Class Lower
Hauwa Musa,250501608,CYBERSECURITY,PHY 201,200 Level,2.77,2.77,8,8,2,48,66,4.0,3.38,Second Class Lower,Second Class Upper
Hauwa Musa,250501189,ICT,CHM 201,200 Level,1.59,1.59,2,5,1,27,35,0.0,0.8,Fail,Fail
Hauwa Musa,250502579,COMPUTER SCIENCE,CSC 201,200 Level,2.96,2.96,2,12,1,4,19,0.0,1.48,Pass,Fail
Hauwa Nwachukwu,250501722,COMPUTER SCIENCE,MTH 201,200 Level,0.8,0.8,1,18,4,8,31,0.0,0.4,Fail,Fail
Hauwa Nwosu,250501433,CYBERSECURITY,MTH 201,200 Level,0.96,0.96,10,7,4,29,50,3.0,1.98,Third Class,Second Class Lower
Hauwa Nwosu,250502562,CYBERSECURITY,GST 211,200 Level,4.01,4.01,9,15,5,5,34,0.0,2.0,Third Class,Fail
Hauwa Nwosu,250502985,COMPUTER SCIENCE,GST 211,200 Level,0.86,0.86,3,18,9,51,81,5.0,2.93,Second Class Lower,Second Class Upper
Hauwa Okafor,250501985,COMPUTER SCIENCE,GST 209,200 Level,2.73,2.73,6,10,4,15,35,0.0,1.36,Pass,Fail
Hauwa Okafor,250501304,CYBERSECURITY,GST 211,200 Level,3.77,3.77,6,8,10,10,34,0.0,1.88,Third Class,Fail
Hauwa Okafor,250501877,ICT,MTH 201,200 Level,3.47,3.47,4,11,6,17,38,0.0,1.74,Third Class,Fail
