full_name,matric_number,age,gender,program,level,attendance_pct,test_scores,exam_scores,assignment_scores,gpa,study_hours_per_week,lms_activity,past_academic_record,class_participation,extracurricular,performance_score,performance_category
Biodun Ofili,STU/2020/0875,24,Female,Undergraduate,100,99.8,67.3,32.1,82.0,1.63,14.8,76.9,67.3,High,None,58.3,Average
Dauda Suleiman,STU/2018/0876,16,Male,Undergraduate,300,73.5,85.9,37.2,82.9,1.24,8.0,,60.5,Medium,1 Activity,56.3,Average
Vivian Mohammed,STU/2021/0877,20,Female,Undergraduate,300,100.0,37.5,68.2,68.7,4.67,7.5,36.2,69.5,High,1 Activity,59.9,Average
Vivian Okonkwo,STU/2020/0878,19,Female,Postgraduate,100,100.0,51.0,52.1,100.0,2.73,7.6,56.4,91.0,Medium,1 Activity,57.4,Average
Grace Danjuma,STU/2018/0879,28,Male,HND,100,40.8,65.2,55.6,98.7,2.01,,76.5,56.4,Medium,2+ Activities,61.1,Good
Gbenga Nwosu,STU/2021/0880,27,Male,Undergraduate,200,76.0,31.9,51.5,41.1,1.97,23.5,47.6,63.6,Medium,1 Activity,43.3,Pass
Ruth Chukwu,STU/2022/0881,28,Female,Undergraduate,100,73.6,67.4,76.6,36.2,3.15,16.8,35.3,42.7,Medium,None,53.6,Average
Chukwuemeka Danjuma,STU/2018/0882,28,Male,Undergraduate,100,64.4,9.8,55.1,78.5,2.64,21.1,83.4,78.4,Medium,1 Activity,54.4,Average
Gbenga Onyekwere,STU/2018/0883,29,Male,Undergraduate,500,80.9,66.9,60.0,88.2,1.27,13.4,54.4,74.1,Low,1 Activity,58.4,Average
Patience Aliyu,STU/2020/0884,18,Male,Undergraduate,300,72.7,40.1,43.6,61.2,3.78,15.1,50.2,64.3,Medium,None,53.6,Average
Amina Nwachukwu,STU/2023/0885,28,Male,Undergraduate,300,58.8,49.9,78.0,56.5,3.3,27.2,69.8,38.9,Low,1 Activity,54.1,Average
Ike Mohammed,STU/2023/0886,21,Female,Postgraduate,200,71.5,69.7,79.5,51.1,4.66,20.6,1.6,46.3,Low,2+ Activities,59.8,Average
Ahmed Mohammed,STU/2021/0887,17,Female,Undergraduate,200,93.7,66.1,54.3,45.1,4.03,21.5,66.9,23.4,Medium,1 Activity,67.5,Good
Kayode Ibrahim,STU/2022/0888,18,Female,Undergraduate,300,75.3,57.9,43.3,84.3,0.5,11.9,65.3,46.1,High,None,48.2,Pass
Ike Nwachukwu,STU/2020/0889,20,Male,HND,300,83.3,75.4,22.7,58.5,4.28,14.0,20.5,74.2,Medium,None,54.8,Average
Halima Ofili,STU/2018/0890,24,Male,Undergraduate,400,67.0,27.4,37.6,70.1,4.09,17.2,6.5,67.9,Medium,1 Activity,50.0,Average
Babatunde Adeleke,STU/2023/0891,17,Male,Undergraduate,100,,61.7,11.7,34.0,2.34,9.1,40.9,63.2,Low,1 Activity,37.1,Poor
Ngozi Onyekwere,STU/2020/0892,25,Male,Undergraduate,300,50.2,43.8,36.8,82.0,2.61,0.0,59.6,89.7,Medium,None,54.1,Average
Lanre Abubakar,STU/2020/0893,23,Male,Undergraduate,200,63.0,74.5,62.1,75.0,3.37,17.2,62.1,66.1,Low,1 Activity,63.3,Good
Chidinma Bello,STU/2020/0894,29,Female,Undergraduate,400,70.2,70.4,54.0,42.1,2.09,,97.6,48.5,Low,None,53.8,Average
Sandra Garba,STU/2018/0895,17,Male,Postgraduate,300,49.0,71.0,100.0,69.4,2.78,14.4,59.6,46.0,Medium,None,69.1,Good
Chiamaka Suleiman,STU/2019/0896,26,Female,Undergraduate,300,57.1,87.6,47.6,65.1,3.9,9.2,20.0,55.4,Medium,1 Activity,62.3,Good
Grace Abubakar,STU/2020/0897,28,Male,Undergraduate,100,77.6,78.3,46.0,57.3,3.47,11.4,48.7,51.0,Low,None,65.3,Good
Sandra Eze,STU/2019/0898,20,Male,Undergraduate,300,74.3,55.2,76.3,15.7,2.4,0.0,22.5,79.1,Medium,2+ Activities,47.6,Pass
Wale Nwachukwu,STU/2023/0899,22,Male,Undergraduate,100,,58.0,16.5,53.8,3.92,,50.5,68.4,High,None,60.5,Good
Sandra Lawal,STU/2022/0900,23,Female,HND,200,61.2,68.8,25.4,70.1,3.27,5.1,90.2,53.6,Low,1 Activity,55.8,Average
Babatunde Aliyu,STU/2023/0901,16,Female,HND,100,73.0,60.5,68.3,55.7,3.24,8.4,66.5,54.4,Low,1 Activity,65.3,Good
Bello Abubakar,STU/2022/0902,21,Female,Undergraduate,300,59.9,70.7,51.1,61.2,2.54,4.7,37.0,74.1,Medium,1 Activity,57.3,Average
Oluwaseun Adeyemi,STU/2022/0903,16,Male,Postgraduate,100,84.7,17.9,51.6,90.4,2.99,3.8,69.8,80.2,Low,2+ Activities,52.0,Average
Chukwuemeka Obi,STU/2023/0904,17,Male,Undergraduate,200,93.4,91.9,36.3,63.7,2.3,,35.6,23.1,High,1 Activity,53.3,Average
Emeka Onyekwere,STU/2021/0905,16,Female,HND,400,80.7,59.1,59.8,29.4,1.25,19.1,0.0,56.6,Medium,1 Activity,38.9,Poor
Musa Anikulapo,STU/2018/0906,26,Male,Undergraduate,100,91.1,28.8,38.8,61.9,2.75,9.9,24.2,61.8,Medium,1 Activity,39.2,Poor
Precious Obi,STU/2019/0907,20,Female,HND,300,72.6,41.6,56.5,66.7,2.89,5.1,66.5,71.0,Medium,1 Activity,51.8,Average
Gbemi Bello,STU/2021/0908,25,Male,Postgraduate,200,86.5,19.7,31.8,51.0,3.12,20.0,74.3,62.3,Medium,2+ Activities,53.0,Average
Adaeze Abubakar,STU/2019/0909,24,Male,Undergraduate,100,,38.4,51.4,77.5,4.09,15.0,97.9,68.1,Low,1 Activity,58.2,Average
Oluwaseun Okonkwo,STU/2018/0910,21,Male,Undergraduate,400,53.6,55.4,95.5,40.1,2.41,0.0,63.5,55.3,High,1 Activity,53.4,Average
Halima Onwudiwe,STU/2020/0911,26,Male,HND,100,76.4,85.3,46.5,62.7,2.67,22.0,88.7,43.9,Medium,2+ Activities,65.2,Good
Halima Okeke,STU/2023/0912,26,Female,HND,200,54.1,65.4,52.4,39.9,3.69,14.6,70.8,75.7,Low,2+ Activities,51.8,Average
Kayode Suleiman,STU/2021/0913,16,Male,Undergraduate,300,100.0,62.2,50.9,60.0,2.32,20.2,78.4,76.3,Medium,1 Activity,67.8,Good
Fatima Bakare,STU/2018/0914,28,Male,Postgraduate,300,66.0,37.6,58.5,77.0,3.14,12.2,82.5,73.0,Low,1 Activity,55.7,Average
Segun Bakare,STU/2023/0915,16,Male,Undergraduate,300,83.6,43.2,64.4,62.3,2.63,26.8,67.2,76.6,Low,None,61.8,Good
Grace Onyekwere,STU/2021/0916,17,Male,Undergraduate,200,71.8,44.6,60.1,61.3,2.78,,81.9,40.6,Medium,1 Activity,54.0,Average
Chiamaka Adeyemi,STU/2022/0917,24,Female,Undergraduate,100,49.8,45.3,60.6,65.5,3.68,0.0,37.5,49.9,Medium,1 Activity,51.9,Average
Sola Ibrahim,STU/2021/0918,18,Female,Undergraduate,400,37.8,51.7,51.4,66.3,2.66,6.9,0.0,82.4,Medium,2+ Activities,51.9,Average
Loveth Okonkwo,STU/2020/0919,16,Female,Postgraduate,300,85.5,53.0,57.0,76.8,3.71,18.0,71.3,67.1,Low,1 Activity,63.9,Good
Adaeze Lawal,STU/2020/0920,20,Female,Undergraduate,400,99.9,51.9,50.7,76.9,1.24,15.3,64.4,61.1,Medium,1 Activity,62.0,Good
Mary Bello,STU/2019/0921,22,Male,Postgraduate,400,58.8,45.9,18.8,89.2,1.71,13.0,33.1,55.0,Low,None,40.0,Pass
Biodun Okeke,STU/2021/0922,21,Female,Undergraduate,400,42.2,60.4,100.0,67.8,0.91,6.1,23.4,85.4,Medium,1 Activity,50.3,Average
Mercy Danjuma,STU/2022/0923,27,Male,Undergraduate,200,66.1,52.3,69.6,36.8,1.95,14.1,58.3,24.6,Medium,2+ Activities,43.3,Pass
Sola Lawal,STU/2020/0924,16,Male,Undergraduate,200,55.1,29.3,35.4,79.6,4.67,13.9,72.9,65.9,Medium,None,58.5,Average
Usman Nwachukwu,STU/2019/0925,20,Female,Undergraduate,400,60.3,58.6,59.6,87.9,2.98,13.8,68.0,58.7,High,None,64.4,Good
Emeka Abubakar,STU/2022/0926,20,Male,Undergraduate,200,83.0,55.9,28.1,100.0,2.35,18.3,29.5,34.9,High,1 Activity,53.6,Average
Bello Nwachukwu,STU/2022/0927,21,Female,Undergraduate,100,71.1,29.6,45.1,89.7,3.7,,35.1,92.3,High,1 Activity,57.6,Average
Fatima Okeke,STU/2022/0928,18,Male,Undergraduate,400,57.1,47.4,25.4,56.7,3.83,12.0,71.7,6.2,High,1 Activity,51.9,Average
Ahmed Nwosu,STU/2018/0929,20,Female,Undergraduate,400,82.6,68.7,54.0,68.2,1.9,6.0,56.8,62.4,High,1 Activity,56.4,Average
Usman Garba,STU/2020/0930,22,Female,Undergraduate,200,84.0,37.5,23.4,60.4,5.0,24.9,81.5,70.6,High,1 Activity,50.4,Average
Lanre Okonkwo,STU/2018/0931,20,Female,Undergraduate,100,65.9,35.6,62.8,58.1,3.25,29.9,46.9,40.5,High,None,47.4,Pass
Rasheed Mohammed,STU/2018/0932,20,Female,HND,200,74.5,52.2,68.6,63.1,3.36,28.0,73.5,65.5,Medium,2+ Activities,59.0,Average
Nkechi Chukwu,STU/2020/0933,20,Female,HND,400,81.4,69.2,38.5,86.9,3.45,19.6,54.0,55.5,Low,None,61.1,Good
Fatima Onwudiwe,STU/2021/0934,25,Male,Undergraduate,500,79.7,90.6,58.2,38.0,3.45,0.6,36.9,79.8,Low,1 Activity,55.1,Average
Ngozi Onwudiwe,STU/2023/0935,25,Male,Undergraduate,100,72.7,69.9,37.4,48.0,2.44,0.0,78.2,100.0,High,1 Activity,57.5,Average
Babatunde Eze,STU/2019/0936,18,Male,Undergraduate,100,97.8,77.5,65.2,85.7,4.9,9.6,30.2,66.8,Medium,2+ Activities,67.6,Good
Segun Onyekwere,STU/2023/0937,16,Female,HND,400,82.5,64.2,41.2,89.7,2.74,13.6,56.9,72.1,High,2+ Activities,58.5,Average
Sola Ibrahim,STU/2023/0938,20,Male,Undergraduate,200,63.9,45.7,70.8,53.8,3.86,13.2,59.4,40.5,Medium,1 Activity,49.7,Pass
Adaeze Suleiman,STU/2023/0939,29,Female,Undergraduate,300,64.0,69.7,18.8,93.1,2.57,15.6,52.0,64.3,Medium,1 Activity,52.3,Average
Lanre Bello,STU/2023/0940,24,Male,Undergraduate,500,62.0,56.5,34.9,81.6,2.41,2.9,79.8,52.5,Medium,None,51.5,Average
Ruth Abubakar,STU/2020/0941,29,Male,Undergraduate,100,83.4,64.8,32.8,60.4,4.71,26.9,69.3,75.6,High,None,66.9,Good
Ibrahim Okeke,STU/2023/0942,16,Female,Undergraduate,300,60.8,41.0,59.1,23.6,2.9,26.0,66.3,31.5,Low,2+ Activities,48.3,Pass
Segun Nwachukwu,STU/2019/0943,18,Male,Postgraduate,100,64.4,66.4,66.1,36.6,2.97,3.5,56.7,38.5,High,2+ Activities,57.4,Average
Abdul Chukwu,STU/2021/0944,28,Male,Undergraduate,200,91.0,55.8,60.6,53.8,3.26,0.0,100.0,83.6,High,2+ Activities,66.0,Good
Amina Aliyu,STU/2020/0945,28,Male,Undergraduate,400,75.4,62.2,44.8,77.9,5.0,13.3,91.6,64.2,Medium,None,67.0,Good
Chidinma Abubakar,STU/2023/0946,19,Female,Undergraduate,200,93.6,56.5,0.0,78.0,4.95,24.1,78.0,86.5,Medium,1 Activity,55.9,Average
Chioma Ofili,STU/2022/0947,29,Female,Undergraduate,500,86.4,53.0,55.8,57.1,4.16,13.7,73.9,67.3,Low,1 Activity,62.3,Good
Oluwaseun Okeke,STU/2020/0948,16,Male,HND,300,50.8,66.7,70.8,61.1,5.0,16.1,39.9,70.2,Low,1 Activity,69.2,Good
Gbenga Okeke,STU/2021/0949,16,Male,Undergraduate,200,70.2,50.7,100.0,64.4,2.15,10.5,53.8,53.8,Medium,1 Activity,59.9,Average
Mercy Adeleke,STU/2023/0950,23,Male,Postgraduate,100,89.8,29.4,46.5,61.3,3.59,15.2,70.9,56.1,Low,2+ Activities,56.4,Average
Usman Lawal,STU/2018/0951,17,Female,Undergraduate,200,50.0,24.3,41.7,67.8,3.07,21.6,81.3,79.3,Low,1 Activity,51.0,Average
Ifeoma Abubakar,STU/2020/0952,27,Female,Undergraduate,200,79.6,61.3,61.4,64.5,1.41,17.3,77.3,57.1,High,None,55.6,Average
Ike Abubakar,STU/2022/0953,23,Male,HND,100,71.3,50.0,49.9,36.5,3.42,18.6,69.5,83.7,Medium,None,57.0,Average
Tunde Nwachukwu,STU/2020/0954,22,Male,Undergraduate,200,40.4,26.9,80.5,61.5,2.56,0.7,100.0,57.8,Medium,None,49.7,Pass
Ngozi Onyekwere,STU/2018/0955,25,Male,HND,200,74.2,59.9,38.8,64.6,4.38,31.1,51.6,36.4,Low,1 Activity,60.4,Good
Amina Suleiman,STU/2020/0956,25,Female,Undergraduate,400,56.9,56.3,50.0,81.8,2.64,0.8,80.3,34.6,High,None,53.3,Average
Chukwuemeka Onwudiwe,STU/2022/0957,17,Female,HND,300,51.0,49.0,72.5,50.9,2.59,15.3,,56.6,High,None,54.8,Average
Ike Obi,STU/2021/0958,21,Male,Undergraduate,400,72.2,62.4,61.2,68.5,4.38,12.8,66.1,78.3,Medium,1 Activity,68.4,Good
Tunde Obi,STU/2022/0959,21,Male,Undergraduate,100,37.2,81.7,78.2,74.6,2.94,13.1,67.0,46.7,High,2+ Activities,56.4,Average
Bello Lawal,STU/2021/0960,18,Male,Postgraduate,100,59.9,81.1,46.3,62.5,4.05,,66.5,74.6,High,2+ Activities,66.3,Good
Ruth Lawal,STU/2022/0961,26,Female,HND,300,100.0,60.6,80.3,35.2,3.38,8.3,37.3,62.0,Medium,None,63.0,Good
Nkechi Chukwu,STU/2019/0962,17,Male,HND,200,83.7,56.5,21.7,82.2,3.39,10.5,65.0,72.1,Medium,None,52.9,Average
Ahmed Ibrahim,STU/2020/0963,27,Female,Postgraduate,100,,60.8,22.5,77.7,2.78,4.8,73.7,54.2,Low,None,48.7,Pass
Grace Ibrahim,STU/2020/0964,16,Female,HND,400,97.3,63.6,80.6,68.9,3.45,23.0,63.0,63.7,Low,2+ Activities,65.7,Good
Chidinma Onyekwere,STU/2018/0965,21,Male,Undergraduate,400,54.1,53.2,55.1,65.7,2.88,16.1,,78.8,Low,1 Activity,48.2,Pass
Emeka Obi,STU/2019/0966,27,Male,Undergraduate,300,62.0,61.1,73.4,34.7,2.28,19.1,15.3,59.7,Low,None,51.7,Average
Nkechi Onyekwere,STU/2018/0967,20,Male,Undergraduate,100,51.3,29.7,57.0,78.2,2.91,20.5,34.5,49.5,Low,2+ Activities,61.1,Good
Aisha Nwachukwu,STU/2020/0968,29,Female,Undergraduate,400,76.6,59.5,54.9,90.3,4.16,29.9,52.2,23.6,High,1 Activity,68.6,Good
Ahmed Lawal,STU/2018/0969,29,Female,Undergraduate,300,96.6,66.6,28.4,46.1,3.48,28.5,35.9,70.8,Low,2+ Activities,52.3,Average
Loveth Eze,STU/2021/0970,26,Female,Undergraduate,400,54.0,49.2,54.5,87.9,3.69,16.6,71.1,44.6,High,None,62.4,Good
Ibrahim Abubakar,STU/2019/0971,24,Female,Undergraduate,400,34.9,56.3,82.2,84.2,3.0,15.3,84.8,49.6,Medium,1 Activity,64.4,Good
Chioma Okafor,STU/2022/0972,16,Male,Undergraduate,400,91.6,38.0,56.1,45.6,1.26,9.7,88.3,38.6,Low,1 Activity,41.2,Pass
Ruth Bello,STU/2021/0973,22,Female,Undergraduate,300,100.0,35.5,68.6,58.3,1.9,20.0,63.4,55.4,Medium,2+ Activities,55.3,Average
Aisha Suleiman,STU/2023/0974,20,Female,Undergraduate,100,36.1,61.8,68.1,41.3,2.74,19.7,82.1,100.0,Low,2+ Activities,54.9,Average
Chukwuemeka Adeleke,STU/2022/0975,20,Male,Undergraduate,300,80.3,44.9,34.7,63.9,1.98,8.2,40.9,67.0,High,1 Activity,48.3,Pass
Anthonia Danjuma,STU/2018/0976,29,Female,Postgraduate,300,76.1,26.0,72.1,72.6,2.53,19.8,51.2,47.1,High,None,55.0,Average
Amina Aliyu,STU/2020/0977,17,Female,Postgraduate,400,57.8,38.0,48.7,42.6,2.5,22.1,25.8,50.9,Low,1 Activity,44.5,Pass
Wale Chukwu,STU/2021/0978,26,Female,Undergraduate,100,46.9,40.6,49.8,71.6,2.52,5.0,85.2,31.2,High,2+ Activities,46.3,Pass
Usman Lawal,STU/2019/0979,18,Female,Undergraduate,100,89.9,71.9,97.0,75.9,4.29,15.5,100.0,37.4,Medium,1 Activity,75.9,Excellent
Precious Nwachukwu,STU/2022/0980,22,Female,Undergraduate,400,75.2,61.2,66.9,76.1,2.95,13.5,46.3,34.2,Low,2+ Activities,59.0,Average
Nkechi Bakare,STU/2023/0981,21,Female,Undergraduate,400,76.6,42.3,42.2,72.7,3.84,14.0,0.7,65.4,Medium,1 Activity,57.2,Average
Aisha Fashola,STU/2021/0982,27,Male,Undergraduate,500,60.8,47.4,56.3,44.1,3.15,6.4,31.1,68.9,Medium,1 Activity,46.4,Pass
Biodun Garba,STU/2020/0983,17,Male,Undergraduate,400,57.6,81.6,55.7,62.9,4.27,0.0,38.7,61.6,Low,1 Activity,58.5,Average
Ahmed Aliyu,STU/2019/0984,21,Female,Undergraduate,300,27.8,74.8,88.7,71.0,3.92,8.0,21.8,67.4,High,1 Activity,61.6,Good
Nkechi Ibrahim,STU/2019/0985,17,Male,Undergraduate,300,67.9,37.9,55.8,89.8,2.47,6.8,29.2,44.7,Low,2+ Activities,58.3,Average
Nkechi Onyekwere,STU/2022/0986,17,Male,HND,400,97.9,78.9,99.2,65.0,4.77,16.8,60.1,37.0,Medium,1 Activity,80.1,Excellent
Femi Adeleke,STU/2021/0987,17,Male,HND,300,56.0,56.5,29.1,72.2,2.59,17.0,71.5,36.9,Low,1 Activity,45.6,Pass
Joy Adeyemi,STU/2021/0988,29,Male,Undergraduate,300,,72.4,54.4,49.2,3.18,16.5,3.4,36.0,High,None,52.3,Average
Dauda Adeleke,STU/2019/0989,26,Female,Undergraduate,100,79.8,55.1,39.7,45.4,3.34,2.8,41.7,67.2,High,None,46.4,Pass
Babatunde Onwudiwe,STU/2018/0990,18,Female,Undergraduate,200,83.2,79.3,45.1,43.2,3.44,,55.9,100.0,Low,2+ Activities,59.5,Average
Abdul Danjuma,STU/2019/0991,17,Male,Undergraduate,400,61.5,37.1,45.5,57.9,3.72,9.1,,39.1,Medium,None,52.9,Average
Babatunde Garba,STU/2020/0992,19,Male,HND,200,65.7,53.4,40.8,100.0,2.32,14.2,60.9,53.2,Low,2+ Activities,48.0,Pass
Vivian Onwudiwe,STU/2021/0993,24,Male,Undergraduate,100,76.8,79.9,89.6,58.2,3.64,11.3,52.1,64.1,High,1 Activity,65.4,Good
Nkechi Eze,STU/2022/0994,21,Female,Postgraduate,200,69.2,14.9,83.5,71.2,3.52,16.5,43.8,54.4,Low,2+ Activities,56.8,Average
Yusuf Onyekwere,STU/2021/0995,16,Female,Undergraduate,100,90.0,57.2,63.1,74.5,3.0,21.8,33.4,66.7,High,2+ Activities,61.6,Good
Usman Chukwu,STU/2019/0996,23,Male,HND,100,100.0,50.9,45.5,46.4,2.83,6.0,61.8,48.5,High,1 Activity,54.3,Average
Tunde Danjuma,STU/2020/0997,27,Female,Undergraduate,200,41.2,70.3,41.3,57.6,2.27,6.3,35.9,46.4,Medium,2+ Activities,47.0,Pass
Mercy Okafor,STU/2018/0998,29,Female,Postgraduate,500,94.1,77.3,69.8,75.6,3.43,15.1,11.7,56.4,Low,None,58.4,Average
Joy Bakare,STU/2021/0999,22,Female,Undergraduate,300,73.9,71.1,61.0,72.3,2.41,13.3,55.6,66.5,Medium,1 Activity,62.9,Good
Tunde Okonkwo,STU/2019/1000,25,Female,Undergraduate,100,97.0,62.3,52.1,31.1,3.21,19.9,24.0,85.6,Medium,2+ Activities,50.8,Average
Chioma Adeyemi,STU/2023/1001,18,Male,Undergraduate,100,85.0,58.7,65.8,75.1,2.91,14.1,13.8,67.5,Medium,None,60.2,Good
Ruth Aliyu,STU/2019/1002,16,Female,Undergraduate,300,,51.8,72.8,55.6,1.8,27.9,58.2,55.0,Medium,1 Activity,54.8,Average
Stella Ibrahim,STU/2019/1003,20,Male,HND,200,85.7,61.8,51.9,56.1,2.16,1.3,50.9,76.6,Medium,2+ Activities,63.8,Good
Mary Ibrahim,STU/2020/1004,28,Female,HND,400,64.9,84.3,39.3,71.9,3.36,20.7,33.3,80.0,Medium,2+ Activities,60.1,Good
Stella Danjuma,STU/2019/1005,19,Female,HND,300,58.1,43.1,28.6,90.9,2.53,15.6,60.7,53.9,High,None,51.8,Average
Kola Mohammed,STU/2019/1006,25,Female,Undergraduate,400,86.6,50.8,60.0,61.6,2.5,2.8,,57.1,Low,1 Activity,57.1,Average
Aisha Onyekwere,STU/2019/1007,23,Female,Postgraduate,200,56.8,56.6,98.3,85.0,2.31,0.0,61.0,51.5,Medium,None,63.6,Good
Abdul Okonkwo,STU/2021/1008,16,Male,Undergraduate,300,83.6,76.0,32.8,40.5,2.34,5.0,60.1,76.4,High,1 Activity,51.9,Average
Sola Garba,STU/2019/1009,25,Female,Undergraduate,200,72.6,62.0,77.0,67.2,4.48,23.7,14.9,61.5,Low,1 Activity,60.9,Good
Ifeoma Aliyu,STU/2020/1010,16,Female,Undergraduate,500,30.1,75.7,41.5,55.8,1.99,22.8,87.3,31.9,Medium,1 Activity,49.7,Pass
Halima Anikulapo,STU/2023/1011,27,Female,Undergraduate,300,61.7,76.6,45.5,69.8,4.33,13.0,68.9,68.1,High,1 Activity,55.8,Average
Abdul Nwosu,STU/2021/1012,19,Male,Undergraduate,200,78.0,68.7,73.3,60.0,2.7,11.1,31.2,89.8,Medium,None,62.5,Good
Amina Aliyu,STU/2023/1013,23,Male,Undergraduate,200,64.7,38.8,49.9,42.2,2.41,7.2,54.7,91.4,Low,None,57.4,Average
Segun Onyekwere,STU/2019/1014,20,Male,Undergraduate,100,26.2,87.9,60.0,49.9,3.35,12.5,59.5,50.4,Low,None,55.8,Average
Usman Adeleke,STU/2018/1015,17,Female,Postgraduate,300,95.8,83.4,59.6,37.1,3.05,10.2,54.0,46.1,Medium,1 Activity,61.5,Good
Joy Nwachukwu,STU/2023/1016,21,Female,Undergraduate,100,75.0,59.1,41.5,42.8,2.82,27.7,99.8,98.0,Low,2+ Activities,50.7,Average
Emeka Anikulapo,STU/2020/1017,20,Male,Undergraduate,300,80.0,33.1,72.9,73.2,3.2,4.1,6.4,91.3,High,None,52.7,Average
Uche Okeke,STU/2018/1018,17,Male,Undergraduate,200,,29.9,53.8,60.7,3.03,17.1,18.1,69.3,Medium,None,51.7,Average
Chiamaka Adeyemi,STU/2020/1019,28,Female,Undergraduate,300,81.6,62.6,27.2,68.9,2.81,28.1,0.0,25.8,Low,1 Activity,44.2,Pass
Uche Aliyu,STU/2018/1020,29,Female,Undergraduate,400,100.0,45.4,37.2,95.9,3.84,20.2,57.0,47.9,High,1 Activity,59.7,Average
Tunde Suleiman,STU/2019/1021,26,Female,Undergraduate,400,58.8,27.1,0.0,60.0,1.7,5.0,68.6,38.1,Medium,None,34.9,Poor
Mercy Garba,STU/2018/1022,26,Female,Undergraduate,400,100.0,29.6,56.0,75.8,2.18,1.7,64.0,96.2,Low,None,57.2,Average
Blessing Bakare,STU/2023/1023,26,Male,Undergraduate,100,79.2,49.5,81.1,65.5,2.29,16.2,47.8,29.5,Medium,None,57.3,Average
Bello Lawal,STU/2018/1024,18,Male,Undergraduate,100,56.4,61.5,34.1,100.0,2.05,15.2,65.2,96.1,Low,1 Activity,56.2,Average
Mercy Anikulapo,STU/2020/1025,24,Female,Postgraduate,300,100.0,83.3,66.7,13.7,3.08,23.9,47.6,57.9,High,None,61.2,Good
Ibrahim Okonkwo,STU/2019/1026,22,Female,Undergraduate,200,79.0,66.7,63.6,52.8,3.45,18.4,73.5,36.0,Medium,1 Activity,56.3,Average
Ahmed Onyekwere,STU/2020/1027,22,Female,Undergraduate,200,84.2,51.1,40.0,76.1,1.23,10.1,82.7,79.7,High,1 Activity,53.2,Average
Ifeoma Mohammed,STU/2019/1028,26,Female,Postgraduate,100,67.2,64.8,85.7,52.2,2.57,9.6,31.7,72.6,Medium,1 Activity,60.1,Good
Lanre Garba,STU/2023/1029,21,Female,Undergraduate,200,57.7,63.2,49.5,74.6,2.71,3.6,47.8,34.7,High,None,52.7,Average
Ruth Chukwu,STU/2022/1030,23,Male,Undergraduate,100,75.0,71.3,95.2,64.0,2.74,15.0,,59.5,Low,1 Activity,58.4,Average
Gbemi Nwosu,STU/2021/1031,19,Male,HND,400,100.0,57.3,22.3,79.7,1.84,2.8,90.6,87.5,High,1 Activity,61.1,Good
Aisha Ofili,STU/2023/1032,23,Male,Undergraduate,100,66.4,76.7,49.6,45.8,2.72,21.3,34.7,51.8,High,2+ Activities,51.1,Average
Chiamaka Obi,STU/2023/1033,19,Male,Undergraduate,300,71.5,72.8,52.0,67.9,2.18,18.7,82.4,93.6,Medium,None,60.5,Good
Lanre Suleiman,STU/2021/1034,23,Female,Undergraduate,100,,59.5,54.2,72.9,2.7,,18.3,45.1,High,1 Activity,60.3,Good
Ike Chukwu,STU/2020/1035,24,Female,Undergraduate,300,66.6,55.9,69.3,67.2,1.45,3.4,86.1,27.6,High,1 Activity,52.8,Average
Chidinma Anikulapo,STU/2023/1036,18,Male,Undergraduate,200,81.2,74.6,100.0,67.5,2.71,12.8,76.3,60.9,High,None,71.9,Good
Sola Adeleke,STU/2019/1037,18,Male,Undergraduate,400,87.8,45.2,64.1,85.4,2.35,10.9,51.1,30.8,Medium,2+ Activities,55.2,Average
Femi Chukwu,STU/2018/1038,26,Female,Undergraduate,400,68.5,30.9,55.5,36.4,2.76,,77.9,62.5,Medium,1 Activity,57.0,Average
Sandra Aliyu,STU/2023/1039,28,Male,Undergraduate,200,,30.8,33.1,67.1,3.27,18.2,42.5,60.1,High,1 Activity,48.9,Pass
Musa Ibrahim,STU/2021/1040,17,Female,Undergraduate,500,83.9,43.7,17.2,44.4,2.96,9.9,,44.8,High,None,46.3,Pass
Nkechi Bello,STU/2023/1041,28,Female,Undergraduate,500,64.8,69.9,78.4,77.9,3.71,10.2,97.7,97.6,Medium,None,65.5,Good
Ike Anikulapo,STU/2020/1042,25,Female,Undergraduate,400,86.7,50.4,44.1,50.8,2.68,19.4,41.5,59.9,High,1 Activity,55.6,Average
Oluwaseun Anikulapo,STU/2020/1043,18,Male,Undergraduate,400,62.2,61.7,100.0,23.0,3.56,5.0,71.9,77.3,Low,None,57.2,Average
Lanre Anikulapo,STU/2020/1044,18,Male,Undergraduate,100,59.8,49.1,72.4,78.3,4.01,8.0,82.7,78.6,High,1 Activity,58.9,Average
Halima Okafor,STU/2019/1045,20,Female,HND,300,44.5,49.2,61.8,60.4,3.25,14.0,75.2,95.2,Low,1 Activity,51.2,Average
Gbemi Adeleke,STU/2023/1046,20,Female,Undergraduate,100,62.9,39.5,62.9,71.1,2.98,21.2,70.0,35.8,Low,1 Activity,51.8,Average
Biodun Nwachukwu,STU/2020/1047,17,Male,Undergraduate,100,57.3,56.3,63.1,89.3,3.37,6.2,72.0,24.9,Medium,1 Activity,60.2,Good
Ibrahim Onwudiwe,STU/2022/1048,27,Female,Undergraduate,500,64.8,54.8,41.1,71.3,3.28,28.3,81.4,94.5,Medium,None,70.4,Good
Dauda Okeke,STU/2018/1049,25,Male,Undergraduate,200,83.0,65.4,20.0,67.9,3.9,3.2,62.9,71.6,Medium,1 Activity,66.0,Good
