full_name,matric_number,age,gender,program,level,attendance_pct,test_scores,exam_scores,assignment_scores,gpa,study_hours_per_week,lms_activity,past_academic_record,class_participation,extracurricular,performance_score,performance_category,study_bucket,score_composite,engagement_index,academic_consistency,class_participation_enc,extracurricular_enc,gender_enc,level_enc
Chukwuemeka Suleiman,STU/2022/0420,29,Male,Undergraduate,300,95.7,90.7,68.4,95.0,1.65,24.1,72.8,70.3,Medium,1 Activity,68.8,Good,"(20, 25]",82.86,73.14,1.162,1,1.0,0,3
Tunde Anikulapo,STU/2018/0421,28,Male,Undergraduate,200,71.9,39.9,100.0,59.8,2.66,5.8,0.1,84.0,Low,2+ Activities,54.7,Average,"(5, 10]",68.91,23.55,0.811,0,2.0,0,2
Anthonia Okafor,STU/2019/0422,29,Male,Undergraduate,100,75.2,73.0,71.7,98.9,1.32,25.4,55.4,67.0,Low,1 Activity,65.1,Good,"(25, 30]",78.96,58.73,1.161,0,1.0,0,1
Chukwuemeka Okafor,STU/2023/0423,20,Female,Undergraduate,100,100.0,36.9,42.1,60.1,2.38,14.2,69.8,30.3,Medium,,50.1,Average,,44.78,69.63,1.431,1,,1,1
Aisha Adeyemi,STU/2023/0424,21,Male,Undergraduate,200,61.3,35.7,36.9,77.0,1.77,17.9,87.8,64.8,High,1 Activity,56.6,Average,"(15, 20]",46.5,68.26,0.707,2,1.0,0,2
Biodun Danjuma,STU/2019/0425,18,Male,Undergraduate,100,100.0,58.5,45.1,76.9,3.44,17.6,92.9,37.5,Low,,58.7,Average,"(15, 20]",57.74,82.32,1.5,0,,0,1
Uche Fashola,STU/2020/0426,27,Female,Undergraduate,100,65.0,58.4,41.7,58.4,3.39,18.7,51.7,29.2,High,2+ Activities,55.0,Average,"(15, 20]",51.72,51.58,1.713,2,2.0,1,1
Wale Eze,STU/2020/0427,24,Female,Postgraduate,400,67.8,7.0,57.2,66.2,2.73,10.7,74.3,59.8,Low,2+ Activities,44.6,Pass,"(10, 15]",41.88,61.06,0.689,0,2.0,1,4
Tunde Okeke,STU/2023/0428,20,Female,Undergraduate,500,100.0,78.9,24.2,89.5,1.29,0.0,34.9,63.2,Medium,1 Activity,54.3,Average,,59.67,47.45,0.929,1,1.0,1,5
Musa Adeyemi,STU/2019/0429,23,Male,Undergraduate,400,69.1,19.5,67.9,59.5,2.79,9.3,43.9,58.0,Medium,1 Activity,58.1,Average,"(5, 10]",48.86,45.78,0.828,1,1.0,0,4
Precious Fashola,STU/2021/0430,28,Male,Undergraduate,400,47.3,55.4,56.8,57.9,3.3,6.9,89.2,68.8,Medium,1 Activity,62.4,Good,"(5, 10]",56.58,61.09,0.811,1,1.0,0,4
Wale Onyekwere,STU/2018/0431,16,Male,Undergraduate,100,77.1,81.9,65.6,45.4,3.73,16.5,54.0,44.2,Low,2+ Activities,64.1,Good,"(15, 20]",66.26,55.63,1.466,0,2.0,0,1
Oluwaseun Onwudiwe,STU/2018/0432,29,Male,HND,500,68.9,97.8,32.1,91.6,4.58,15.8,59.0,61.7,Medium,,70.1,Good,"(15, 20]",69.97,55.44,1.116,1,,0,5
Rasheed Ofili,STU/2020/0433,20,Male,Undergraduate,100,78.6,51.5,59.9,56.8,4.01,11.8,29.2,50.3,Medium,2+ Activities,59.3,Average,"(10, 15]",56.18,42.11,1.095,1,2.0,0,1
Biodun Fashola,STU/2020/0434,18,Male,Undergraduate,500,69.6,32.2,81.0,85.4,3.15,28.0,65.6,55.0,Low,1 Activity,61.1,Good,"(25, 30]",65.02,63.01,1.161,0,1.0,0,5
Bello Adeyemi,STU/2021/0435,27,Male,Postgraduate,500,100.0,81.2,37.8,54.8,2.74,8.9,73.9,65.4,Low,2+ Activities,67.0,Good,"(5, 10]",57.24,69.92,0.862,0,2.0,0,5
Bello Eze,STU/2020/0436,16,Male,Undergraduate,400,82.0,73.6,37.2,84.9,2.33,0.0,73.1,81.2,Medium,2+ Activities,64.4,Good,,61.86,61.15,0.753,1,2.0,0,4
Fatima Ibrahim,STU/2018/0437,19,Male,Undergraduate,500,71.4,49.2,69.2,78.7,4.22,15.0,24.7,65.8,Medium,2+ Activities,61.4,Good,"(10, 15]",64.58,38.77,0.967,1,2.0,0,5
Femi Obi,STU/2019/0438,28,Female,Undergraduate,300,74.2,46.9,35.6,61.1,3.15,23.5,80.0,72.5,Low,1 Activity,52.9,Average,"(20, 25]",45.93,70.09,0.625,0,1.0,1,3
Usman Garba,STU/2023/0439,20,Female,HND,200,57.6,45.1,50.3,52.5,3.57,16.3,30.0,60.2,Medium,,49.4,Pass,"(15, 20]",49.03,37.71,0.801,1,,1,2
Joy Danjuma,STU/2018/0440,22,Female,Undergraduate,200,67.5,51.8,84.5,53.9,2.47,11.1,54.3,69.8,High,1 Activity,60.0,Good,"(10, 15]",65.4,51.1,0.924,2,1.0,1,2
Emeka Okeke,STU/2021/0441,16,Male,Undergraduate,300,55.6,63.7,37.5,53.7,1.88,15.9,14.5,80.7,Low,1 Activity,45.5,Pass,"(15, 20]",50.72,29.23,0.621,0,1.0,0,3
Bello Ibrahim,STU/2019/0442,18,Male,Undergraduate,100,100.0,47.8,85.9,83.1,2.64,28.7,50.5,97.6,Medium,2+ Activities,74.6,Good,"(25, 30]",71.87,64.82,0.729,1,2.0,0,1
Biodun Garba,STU/2019/0443,17,Male,Undergraduate,300,59.6,50.1,48.3,67.7,2.73,7.0,29.9,84.2,Low,,51.6,Average,"(5, 10]",53.78,35.16,0.631,0,,0,3
Babatunde Nwachukwu,STU/2023/0444,24,Female,Undergraduate,500,84.4,69.5,32.6,46.0,3.17,14.2,43.8,58.9,Low,1 Activity,48.5,Pass,"(10, 15]",48.86,51.95,0.816,0,1.0,1,5
Chukwuemeka Abubakar,STU/2018/0445,25,Female,Undergraduate,100,66.2,31.3,67.1,60.7,2.34,19.4,56.5,82.9,Low,,47.4,Pass,"(15, 20]",52.97,54.58,0.631,0,,1,1
Emeka Ofili,STU/2019/0446,21,Male,Undergraduate,400,51.1,51.2,57.2,62.8,3.02,16.0,75.7,71.0,Medium,2+ Activities,59.8,Average,"(15, 20]",56.5,58.51,0.785,1,2.0,0,4
Usman Bakare,STU/2019/0447,25,Female,HND,500,75.6,27.8,55.3,28.6,4.06,12.0,74.8,47.9,High,,45.5,Pass,"(10, 15]",39.0,64.08,0.798,2,,1,5
Mercy Danjuma,STU/2020/0448,18,Male,Postgraduate,500,79.2,60.0,39.6,61.7,1.49,10.6,0.0,71.3,Low,1 Activity,45.0,Pass,"(10, 15]",52.26,27.29,0.723,0,1.0,0,5
Patience Adeyemi,STU/2019/0449,23,Female,Undergraduate,500,82.1,23.1,57.0,77.3,1.09,11.7,72.0,37.4,Medium,,46.3,Pass,"(10, 15]",50.21,64.53,1.308,1,,1,5
Amina Danjuma,STU/2021/0450,29,Female,Postgraduate,300,24.8,74.0,13.6,62.7,4.12,18.3,60.2,71.3,Medium,1 Activity,45.1,Pass,"(15, 20]",47.02,43.64,0.65,1,1.0,1,3
Chukwuemeka Adeyemi,STU/2019/0451,23,Female,Undergraduate,500,49.8,34.3,59.4,69.3,1.68,17.8,41.0,95.0,Low,2+ Activities,50.0,Average,"(15, 20]",53.09,41.37,0.553,0,2.0,1,5
Yusuf Suleiman,STU/2020/0452,17,Female,Undergraduate,400,89.2,26.1,80.9,73.2,2.66,30.8,33.0,76.5,Medium,,59.3,Average,"(30, 35]",59.8,53.53,0.772,1,,1,4
Bello Ofili,STU/2022/0453,21,Female,Undergraduate,100,55.4,51.5,19.7,59.2,3.55,1.7,53.4,83.9,High,,44.2,Pass,"(0, 5]",40.7,43.89,0.479,2,,1,1
Sola Nwachukwu,STU/2022/0454,22,Male,Postgraduate,200,71.4,88.8,46.9,77.4,2.95,28.1,60.8,52.4,High,,73.5,Good,"(25, 30]",69.19,61.19,1.296,2,,0,2
Ahmed Bello,STU/2021/0455,17,Female,Postgraduate,400,49.4,70.8,37.5,89.8,2.93,12.4,64.4,69.6,High,1 Activity,48.2,Pass,"(10, 15]",62.23,51.15,0.881,2,1.0,1,4
Kayode Nwachukwu,STU/2023/0456,26,Male,Undergraduate,100,85.2,23.4,24.8,39.1,3.07,13.3,50.1,74.0,Medium,1 Activity,39.3,Poor,"(10, 15]",27.88,55.04,0.372,1,1.0,0,1
Ahmed Bakare,STU/2023/0457,25,Female,HND,300,88.8,33.8,13.9,59.1,5.0,20.9,0.0,53.9,High,,46.4,Pass,"(20, 25]",32.16,33.61,0.586,2,,1,3
Chiamaka Aliyu,STU/2021/0458,17,Female,Undergraduate,300,85.2,50.9,31.4,100.0,4.6,20.8,42.6,73.7,Low,1 Activity,56.9,Average,"(20, 25]",55.38,53.79,0.741,0,1.0,1,3
Joy Onwudiwe,STU/2019/0459,25,Female,HND,100,90.6,98.3,50.2,67.9,2.38,23.3,25.4,69.1,Medium,,72.5,Good,"(20, 25]",71.46,47.65,1.019,1,,1,1
Musa Danjuma,STU/2019/0460,16,Male,HND,300,71.4,41.1,78.0,64.4,3.95,25.0,100.0,73.9,High,2+ Activities,79.3,Excellent,"(20, 25]",61.68,79.75,0.823,2,2.0,0,3
Chioma Nwosu,STU/2022/0461,23,Female,Undergraduate,400,50.9,41.2,24.5,60.6,3.45,13.7,56.5,39.4,Low,2+ Activities,42.2,Pass,"(10, 15]",39.37,48.09,0.975,0,2.0,1,4
Bello Ibrahim,STU/2022/0462,16,Female,Postgraduate,200,57.8,85.5,60.9,86.7,2.98,25.1,73.5,85.5,Medium,2+ Activities,73.8,Good,"(25, 30]",75.96,62.46,0.878,1,2.0,1,2
Musa Onyekwere,STU/2018/0463,24,Female,Undergraduate,100,88.2,61.5,59.4,49.0,2.18,9.0,56.5,69.0,Medium,2+ Activities,59.2,Average,"(5, 10]",57.54,57.71,0.822,1,2.0,1,1
Joy Okonkwo,STU/2022/0464,26,Male,Undergraduate,100,92.3,77.0,88.4,80.7,3.41,11.6,62.8,57.6,Medium,1 Activity,79.7,Excellent,"(10, 15]",82.48,62.96,1.408,1,1.0,0,1
Sola Nwosu,STU/2022/0465,21,Male,Undergraduate,200,59.9,44.9,66.4,60.3,2.72,12.5,44.6,58.1,Low,1 Activity,52.0,Average,"(10, 15]",57.35,44.44,0.97,0,1.0,0,2
Usman Ofili,STU/2021/0466,22,Male,Undergraduate,500,58.6,56.2,67.6,52.3,2.66,9.8,41.4,59.2,High,1 Activity,55.6,Average,"(5, 10]",59.78,41.55,0.993,2,1.0,0,5
Musa Anikulapo,STU/2018/0467,28,Male,HND,100,60.3,81.7,69.0,61.1,2.31,14.5,4.5,43.4,Medium,,61.6,Good,"(10, 15]",71.47,25.17,1.61,1,,0,1
Bello Onyekwere,STU/2023/0468,25,Female,Undergraduate,300,43.1,55.4,36.5,64.2,3.9,21.2,58.6,83.8,Low,,57.7,Average,"(20, 25]",50.04,49.3,0.59,0,,1,3
Aisha Ibrahim,STU/2018/0469,22,Male,Undergraduate,100,49.1,78.2,43.5,56.5,2.31,19.2,62.5,79.3,Low,,53.7,Average,"(15, 20]",58.9,52.38,0.733,0,,0,1
Sandra Obi,STU/2019/0470,25,Female,Postgraduate,200,49.5,65.0,77.3,83.9,2.31,9.1,53.8,80.6,High,1 Activity,57.9,Average,"(5, 10]",74.65,44.78,0.915,2,1.0,1,2
Femi Chukwu,STU/2019/0471,18,Male,HND,400,66.7,39.3,14.0,52.4,3.7,8.4,58.6,90.3,Low,1 Activity,41.8,Pass,"(5, 10]",32.46,52.11,0.356,0,1.0,0,4
Anthonia Aliyu,STU/2018/0472,17,Male,Undergraduate,400,76.9,57.7,41.4,67.4,2.87,7.2,24.8,63.8,Low,,43.6,Pass,"(5, 10]",53.6,37.87,0.827,0,,0,4
Oluwaseun Bello,STU/2018/0473,24,Female,HND,100,79.8,75.7,28.4,74.1,2.89,14.7,47.6,26.9,Medium,,57.8,Average,"(10, 15]",56.38,52.64,2.021,1,,1,1
Wale Ibrahim,STU/2019/0474,23,Female,Undergraduate,200,62.8,70.0,59.7,67.2,3.93,1.4,38.8,72.6,Medium,1 Activity,60.6,Good,"(0, 5]",65.18,38.71,0.886,1,1.0,1,2
Loveth Abubakar,STU/2021/0475,28,Male,Postgraduate,100,63.3,57.3,46.6,78.1,4.18,6.9,71.6,71.8,Medium,,60.5,Good,"(5, 10]",58.22,57.09,0.8,1,,0,1
Emeka Okonkwo,STU/2021/0476,27,Female,Undergraduate,200,74.2,23.9,67.5,57.6,1.08,10.3,56.0,91.1,Medium,2+ Activities,48.3,Pass,"(10, 15]",49.76,53.69,0.54,1,2.0,1,2
Segun Chukwu,STU/2021/0477,25,Female,Undergraduate,300,45.1,25.7,52.8,75.6,2.88,22.4,56.5,81.6,High,,45.3,Pass,"(20, 25]",49.02,49.25,0.593,2,,1,3
Stella Danjuma,STU/2021/0478,22,Male,Undergraduate,100,89.3,29.5,24.1,76.1,1.73,12.9,51.0,62.7,High,1 Activity,47.5,Pass,"(10, 15]",38.99,56.59,0.612,2,1.0,0,1
Sola Danjuma,STU/2019/0479,24,Female,Undergraduate,200,95.1,48.8,25.0,81.5,2.65,22.0,29.0,57.1,Low,1 Activity,54.7,Average,"(20, 25]",47.46,50.36,0.817,0,1.0,1,2
Wale Chukwu,STU/2020/0480,19,Female,Undergraduate,200,60.7,51.2,54.9,32.9,2.99,15.5,56.5,80.1,Medium,,46.1,Pass,"(15, 20]",48.1,51.63,0.593,1,,1,2
Aisha Chukwu,STU/2022/0481,28,Female,Undergraduate,500,64.8,31.4,39.6,73.7,2.68,10.2,69.6,6.9,High,1 Activity,47.4,Pass,"(10, 15]",45.26,57.64,5.729,2,1.0,1,5
Rasheed Eze,STU/2022/0482,19,Male,Undergraduate,500,94.4,76.4,44.3,80.3,2.08,10.5,21.7,64.8,Medium,1 Activity,55.7,Average,"(10, 15]",64.54,42.67,0.981,1,1.0,0,5
Loveth Nwosu,STU/2022/0483,16,Female,HND,100,69.8,35.3,73.8,58.0,2.03,4.7,53.5,78.9,Medium,2+ Activities,51.6,Average,"(0, 5]",56.38,49.26,0.706,1,2.0,1,1
Segun Okonkwo,STU/2022/0484,23,Male,Undergraduate,400,82.6,33.3,70.2,55.7,3.66,33.2,36.3,57.6,Low,1 Activity,53.4,Average,"(30, 35]",53.66,54.0,0.916,0,1.0,0,4
Dauda Okafor,STU/2019/0485,29,Male,Undergraduate,200,70.3,59.6,91.0,53.1,4.38,22.9,56.5,52.4,Medium,,63.6,Good,"(20, 25]",70.54,56.97,1.321,1,,0,2
Tunde Chukwu,STU/2020/0486,29,Male,Undergraduate,200,100.0,75.5,48.7,47.5,1.15,18.8,100.0,65.9,Medium,,64.0,Good,"(15, 20]",57.78,86.27,0.864,1,,0,2
Sandra Aliyu,STU/2019/0487,27,Male,Undergraduate,400,80.8,95.0,42.2,76.3,2.71,3.6,86.3,87.0,Medium,,62.1,Good,"(0, 5]",69.2,68.59,0.786,1,,0,4
Aisha Eze,STU/2020/0488,18,Female,Postgraduate,500,81.9,68.5,63.4,100.0,3.66,10.4,40.0,69.0,High,,65.2,Good,"(10, 15]",74.33,48.04,1.062,2,,1,5
Emeka Nwosu,STU/2019/0489,22,Female,Postgraduate,500,82.2,86.4,43.8,55.5,2.97,6.2,47.8,46.5,Low,1 Activity,54.4,Average,"(5, 10]",61.64,50.63,1.298,0,1.0,1,5
Grace Nwosu,STU/2018/0490,27,Female,Undergraduate,300,62.0,36.2,44.4,57.1,2.0,15.0,4.4,84.3,Low,2+ Activities,42.9,Pass,"(10, 15]",44.7,25.8,0.524,0,2.0,1,3
Chiamaka Ofili,STU/2020/0491,17,Male,Undergraduate,200,63.7,96.9,51.0,65.3,2.57,6.6,15.2,88.2,Low,1 Activity,65.2,Good,"(5, 10]",70.64,28.91,0.792,0,1.0,0,2
Joy Anikulapo,STU/2022/0492,17,Male,Postgraduate,400,85.8,24.5,88.1,37.8,3.27,8.6,26.8,43.9,Medium,1 Activity,58.4,Average,"(5, 10]",53.26,42.01,1.186,1,1.0,0,4
Chiamaka Anikulapo,STU/2020/0493,22,Male,Undergraduate,200,74.3,48.9,69.1,53.2,2.72,6.8,54.2,100.0,Low,1 Activity,55.2,Average,"(5, 10]",58.05,51.66,0.575,0,1.0,0,2
Segun Okonkwo,STU/2023/0494,21,Female,Postgraduate,300,50.8,68.1,71.2,64.0,2.96,14.2,52.1,60.0,Medium,2+ Activities,56.7,Average,,68.32,46.02,1.12,1,2.0,1,3
Musa Onwudiwe,STU/2021/0495,18,Male,Undergraduate,200,100.0,29.1,87.2,49.8,2.98,14.6,63.3,79.0,Medium,,53.0,Average,"(10, 15]",57.52,66.52,0.719,1,,0,2
Grace Lawal,STU/2020/0496,24,Female,Postgraduate,300,89.6,41.3,73.1,85.4,2.53,12.3,56.5,74.5,Medium,2+ Activities,59.6,Average,"(10, 15]",65.04,59.23,0.861,1,2.0,1,3
Chidinma Chukwu,STU/2023/0497,25,Female,Undergraduate,100,72.7,38.5,32.4,43.0,3.73,26.3,62.0,46.0,Low,2+ Activities,41.2,Pass,"(25, 30]",37.18,61.58,0.791,0,2.0,1,1
Usman Danjuma,STU/2021/0498,29,Male,Undergraduate,100,67.1,52.4,72.7,80.3,2.57,20.5,28.0,51.0,High,,62.0,Good,"(20, 25]",67.5,40.96,1.298,2,,0,1
Usman Mohammed,STU/2023/0499,28,Female,HND,500,75.6,83.6,75.3,90.0,2.1,7.7,63.1,61.4,Medium,,71.8,Good,"(5, 10]",81.88,56.8,1.312,1,,1,5
Wale Obi,STU/2021/0500,21,Male,Undergraduate,100,81.3,58.3,68.0,71.5,5.0,16.6,70.9,22.6,High,2+ Activities,66.8,Good,"(15, 20]",65.48,65.37,2.775,2,2.0,0,1
Biodun Garba,STU/2018/0501,25,Female,Undergraduate,300,35.4,49.7,51.1,62.7,2.93,8.4,44.3,76.4,Medium,2+ Activities,51.0,Average,"(5, 10]",53.51,35.57,0.691,1,2.0,1,3
Joy Suleiman,STU/2020/0502,25,Female,Undergraduate,100,100.0,6.1,65.9,69.2,0.66,10.8,8.8,22.1,Low,,37.0,Poor,"(10, 15]",45.8,38.0,1.983,0,,1,1
Oluwaseun Onyekwere,STU/2023/0503,21,Male,Undergraduate,100,57.8,66.4,54.6,57.5,4.13,17.8,84.6,60.3,Low,1 Activity,52.6,Average,"(15, 20]",59.46,65.57,0.97,0,1.0,0,1
Rasheed Obi,STU/2018/0504,16,Male,Undergraduate,100,72.0,72.2,35.4,30.4,4.13,19.3,57.2,46.6,High,1 Activity,54.8,Average,"(15, 20]",47.03,56.63,0.988,2,1.0,0,1
Lanre Lawal,STU/2022/0505,19,Female,Undergraduate,100,72.6,27.4,40.4,48.4,3.41,9.3,56.5,71.6,Medium,1 Activity,45.3,Pass,"(5, 10]",37.85,53.13,0.521,1,1.0,1,1
Blessing Onwudiwe,STU/2020/0506,25,Female,Undergraduate,400,100.0,56.8,69.1,64.8,3.57,14.2,100.0,15.9,Low,1 Activity,70.4,Good,,63.72,84.73,3.77,0,1.0,1,4
Musa Okonkwo,STU/2019/0507,21,Male,Undergraduate,200,70.4,61.5,36.9,49.0,4.94,14.7,43.0,26.8,Medium,,62.6,Good,"(10, 15]",48.54,47.52,1.746,1,,0,2
Patience Fashola,STU/2019/0508,21,Female,Postgraduate,500,100.0,75.4,38.8,58.0,2.13,17.5,100.0,48.1,Medium,1 Activity,58.3,Average,"(15, 20]",56.41,85.83,1.149,1,1.0,1,5
Ruth Obi,STU/2019/0509,26,Female,Undergraduate,300,79.3,45.0,70.1,73.1,3.12,8.9,64.4,70.4,Medium,2+ Activities,64.5,Good,"(5, 10]",62.06,58.96,0.869,1,2.0,1,3
Babatunde Bello,STU/2023/0510,27,Female,Undergraduate,200,54.7,42.2,57.7,67.5,4.77,20.5,49.9,64.4,Low,2+ Activities,59.7,Average,"(20, 25]",54.72,48.19,0.837,0,2.0,1,2
Babatunde Adeyemi,STU/2023/0511,20,Male,Undergraduate,300,74.4,49.8,66.5,83.0,4.96,19.1,59.6,81.0,High,,68.2,Good,"(15, 20]",64.78,58.49,0.79,2,,0,3
Chioma Okeke,STU/2021/0512,16,Female,Undergraduate,300,69.9,81.1,30.4,70.0,2.67,8.8,37.3,62.2,Low,2+ Activities,53.8,Average,"(5, 10]",58.04,42.55,0.918,0,2.0,1,3
Nkechi Adeyemi,STU/2019/0513,23,Female,Undergraduate,400,71.4,76.8,66.0,71.0,4.81,23.0,56.5,59.6,Low,,65.7,Good,"(20, 25]",71.03,57.34,1.172,0,,1,4
Amina Okonkwo,STU/2022/0514,20,Male,Undergraduate,200,78.4,57.6,41.8,52.9,3.72,23.3,100.0,38.6,Medium,1 Activity,57.9,Average,"(20, 25]",50.1,81.29,1.265,1,1.0,0,2
Gbenga Adeleke,STU/2023/0515,27,Male,Undergraduate,200,72.4,76.4,34.7,42.4,4.35,30.5,32.5,55.5,Low,2+ Activities,63.8,Good,"(30, 35]",51.22,48.14,0.907,0,2.0,0,2
Kola Nwachukwu,STU/2020/0516,27,Female,Undergraduate,400,82.0,15.4,44.9,58.0,3.69,27.7,68.3,59.6,Medium,1 Activity,52.8,Average,"(25, 30]",37.85,67.98,0.625,1,1.0,1,4
Lanre Okonkwo,STU/2023/0517,27,Male,Undergraduate,500,75.5,72.2,82.2,52.6,3.27,6.8,37.0,18.9,Low,,66.4,Good,"(5, 10]",71.3,43.42,3.583,0,,0,5
Amina Garba,STU/2020/0518,20,Female,Undergraduate,400,60.3,37.9,47.7,62.2,4.99,21.4,50.8,42.2,Medium,,51.5,Average,"(20, 25]",47.9,50.62,1.109,1,,1,4
Anthonia Okafor,STU/2023/0519,22,Male,Undergraduate,200,85.8,89.8,99.0,46.9,2.52,21.0,100.0,69.3,High,1 Activity,62.4,Good,"(20, 25]",82.76,82.74,1.177,2,1.0,0,2
Mary Fashola,STU/2021/0520,19,Male,Undergraduate,400,60.8,38.8,13.8,79.3,4.71,11.2,68.2,63.6,Medium,2+ Activities,50.1,Average,"(10, 15]",38.92,56.07,0.602,1,2.0,0,4
Ifeoma Okeke,STU/2021/0521,21,Female,Undergraduate,200,16.2,42.7,24.1,52.6,4.85,17.6,73.6,54.9,Medium,2+ Activities,43.2,Pass,"(15, 20]",37.74,47.53,0.675,1,2.0,1,2
Sola Mohammed,STU/2021/0522,28,Male,Undergraduate,200,74.3,68.1,81.5,58.8,4.23,0.0,56.8,47.9,Medium,2+ Activities,59.1,Average,,71.14,50.69,1.455,1,2.0,0,2
Ifeoma Ibrahim,STU/2022/0523,19,Male,Postgraduate,100,62.0,69.9,86.5,64.7,2.94,0.0,100.0,25.1,Medium,2+ Activities,69.1,Good,,75.24,68.6,2.883,1,2.0,0,1
Adaeze Danjuma,STU/2023/0524,29,Male,Undergraduate,300,78.9,50.0,37.7,84.1,3.22,0.3,31.3,16.5,High,1 Activity,46.7,Pass,"(0, 5]",53.6,39.42,3.063,2,1.0,0,3
Precious Bello,STU/2020/0525,18,Female,Undergraduate,100,100.0,64.7,56.4,94.9,1.85,17.1,15.5,53.9,Low,2+ Activities,63.0,Good,"(15, 20]",68.93,43.45,1.256,0,2.0,1,1
Patience Mohammed,STU/2023/0526,22,Male,Undergraduate,200,100.0,66.9,69.2,96.1,2.59,17.5,97.2,89.8,High,,80.7,Excellent,"(15, 20]",75.12,84.43,0.827,2,,0,2
Patience Onyekwere,STU/2018/0527,23,Male,Undergraduate,400,69.0,65.1,50.4,43.2,3.56,11.8,45.5,60.7,High,2+ Activities,51.0,Average,"(10, 15]",53.74,47.38,0.871,2,2.0,0,4
Amina Bakare,STU/2021/0528,19,Female,Undergraduate,100,57.1,50.7,58.0,58.7,1.72,27.8,65.3,80.4,Medium,1 Activity,52.3,Average,"(25, 30]",55.62,59.05,0.683,1,1.0,1,1
Bello Onwudiwe,STU/2019/0529,28,Male,Undergraduate,100,82.5,67.1,55.2,55.4,2.73,21.9,97.9,36.5,Low,2+ Activities,65.6,Good,"(20, 25]",59.42,81.0,1.585,0,2.0,0,1
Mary Okonkwo,STU/2018/0530,17,Female,HND,100,65.3,83.3,25.4,71.3,4.75,1.2,65.6,65.7,Low,,57.0,Average,"(0, 5]",57.14,52.79,0.857,0,,1,1
Kayode Ofili,STU/2018/0531,27,Male,Undergraduate,500,79.1,35.9,48.1,70.3,2.86,12.6,100.0,45.9,Medium,1 Activity,56.1,Average,"(10, 15]",49.38,77.93,1.053,1,1.0,0,5
Aisha Ofili,STU/2021/0532,25,Female,HND,300,60.1,42.9,55.2,55.1,3.93,6.5,58.4,45.2,High,1 Activity,55.8,Average,"(5, 10]",50.87,49.4,1.101,2,1.0,1,3
Mercy Mohammed,STU/2019/0533,29,Male,Undergraduate,200,71.4,58.5,57.1,53.7,3.51,14.2,37.3,74.9,Medium,2+ Activities,58.9,Average,,56.74,44.8,0.748,1,2.0,0,2
Dauda Anikulapo,STU/2021/0534,18,Female,Undergraduate,400,71.4,39.0,20.4,48.0,2.72,13.8,0.0,57.6,Low,2+ Activities,36.1,Poor,"(10, 15]",33.81,26.02,0.577,0,2.0,1,4
Ike Okafor,STU/2021/0535,16,Male,Undergraduate,400,93.3,25.5,70.1,19.9,2.86,6.9,62.5,32.3,Low,1 Activity,44.1,Pass,"(5, 10]",41.94,61.54,1.259,0,1.0,0,4
Precious Eze,STU/2019/0536,23,Male,Undergraduate,200,61.4,77.7,57.6,42.9,3.15,27.6,0.0,62.0,Medium,1 Activity,51.1,Average,"(25, 30]",60.96,27.62,0.968,1,1.0,0,2
Mercy Lawal,STU/2018/0537,18,Male,Undergraduate,300,83.9,17.9,33.9,79.7,1.15,14.5,63.1,45.7,Medium,1 Activity,46.3,Pass,"(10, 15]",39.75,61.55,0.851,1,1.0,0,3
Sandra Nwachukwu,STU/2018/0538,27,Male,Undergraduate,400,49.2,50.8,91.0,89.9,3.85,10.7,91.5,31.1,Low,,63.0,Good,"(10, 15]",76.66,64.08,2.388,0,,0,4
Ifeoma Nwachukwu,STU/2023/0539,25,Male,Undergraduate,300,86.1,71.7,48.1,87.9,2.89,12.0,54.6,40.1,Low,,65.4,Good,"(10, 15]",66.31,57.13,1.613,0,,0,3
Sola Fashola,STU/2019/0540,22,Male,HND,100,54.6,62.8,49.4,80.5,3.88,14.2,59.8,100.0,Medium,,68.9,Good,,61.86,51.01,0.612,1,,0,1
Dauda Bakare,STU/2018/0541,25,Female,Postgraduate,400,76.7,51.0,67.8,47.8,3.35,21.3,77.9,84.2,Medium,1 Activity,55.9,Average,"(20, 25]",56.92,69.06,0.668,1,1.0,1,4
Loveth Lawal,STU/2022/0542,20,Male,Undergraduate,300,90.4,38.2,92.7,44.9,2.85,12.7,71.7,19.7,Medium,2+ Activities,62.4,Good,"(10, 15]",61.68,67.2,2.98,1,2.0,0,3
Yusuf Fashola,STU/2021/0543,25,Male,Undergraduate,200,68.4,64.2,68.6,34.2,3.18,6.1,84.0,56.2,High,2+ Activities,66.2,Good,"(5, 10]",58.46,64.55,1.022,2,2.0,0,2
Biodun Bakare,STU/2022/0544,20,Female,Undergraduate,200,53.5,40.2,71.5,55.1,3.18,7.3,54.5,57.7,Medium,,48.9,Pass,"(5, 10]",56.44,45.73,0.961,1,,1,2
Abdul Ibrahim,STU/2022/0545,29,Female,Undergraduate,100,80.9,62.8,35.0,66.5,4.33,10.1,0.0,54.7,Low,,58.4,Average,"(10, 15]",52.6,27.64,0.944,0,,1,1
Patience Aliyu,STU/2023/0546,22,Male,Undergraduate,100,56.9,60.5,56.7,47.9,3.06,18.1,84.4,46.7,Medium,,57.1,Average,"(15, 20]",55.83,65.3,1.17,1,,0,1
Rasheed Mohammed,STU/2023/0547,24,Male,Undergraduate,400,64.7,60.7,44.4,72.3,3.26,20.1,49.0,74.9,High,,61.3,Good,"(20, 25]",57.08,50.61,0.752,2,,0,4
